SecurityID,Date,Price,Volume,TotalReturn,splitAdj,SharesOutstanding,Adj,cap,Y,cap_rank
101594,2017-12-29,169.229995727539,25991134,-0.0108139999210835,28,5087056,31.2372493743897,860882465.145752,2017,1
203876,2019-12-31,1337.02001953125,962468,0.000659000012092292,1.0027459859848,643179,1.0027459859848,859943199.14209,2019,5
101310,2022-12-30,84,62401194,-0.00213799998164177,240,10201700,240,856942800,2022,5
100930,1999-12-31,50.8125,4233199,0.00993799977004528,1.5,15976724,1.64616203308105,811817288.25,1999,1
102936,2025-08-15,290.489990234375,7340518,-0.0124760000035167,3,2749750,6.94488286972046,798774850.646973,2025,12
111860,2025-08-15,100,13604944,-0.00609799986705184,6,7980420,9.62334632873535,798042000,2025,13
143439,2023-12-29,248.479995727539,100891578,-0.0185640007257462,15,3178920,15,789898028.018189,2023,8
102108,2023-12-29,542625,8111,-0.00435800012201071,1,1444,1,783550500,2023,9
107525,2018-12-31,101.569999694824,33173765,0.0117539996281266,16,7677510,24.4520092010498,779804688.35701,2018,1
154402,2020-12-31,273.160003662109,12900408,0.00474500004202128,1,2848290,1,778038906.83075,2020,6
102109,2023-12-29,356.660003662109,3270014,-0.0025450000539422,50,2166000,50,772525567.932129,2023,10
101594,2018-12-31,157.740005493164,35003466,0.00966500025242567,28,4745400,31.7058506011963,748539422.067261,2018,2
108321,2021-12-31,294.109985351563,26652991,-0.00591500010341406,48,2500000,52.246639251709,735274963.378906,2021,8
101310,2018-12-31,1501.96997070313,6954507,0.0162039995193481,12,488969,12,734416754.604736,2018,3
106967,2024-12-31,772,2327004,-0.00237799994647503,2,949316,4.24050283432007,732871952,2024,12
121812,2018-12-31,1044.9599609375,1655504,-0.00164300005417317,1,695466,1.99711298942566,726734124.193359,2018,4
111860,2024-12-31,90.3499984741211,11267652,-0.00242900010198355,6,8033390,9.5514087677002,725816774.24202,2024,13
203876,2018-12-31,1035.60998535156,1493722,-0.00141699996311218,1.0027459859848,695466,1.0027459859848,720231534.07251,2018,5
108505,2025-08-15,248.279998779297,11553988,0.0135530000552535,13.5,2808830,16.8082504272461,697376308.971252,2025,14
102108,2022-12-30,468711,3357,-2.99999992421363e-05,1,1465,1,686661615,2022,6
102109,2022-12-30,308.899993896484,3298865,-0.000517999986186624,50,2197220,50,678721244.589233,2022,7
102936,2024-12-31,239.710006713867,4870971,0.00162999995518476,3,2815340,6.83102178573608,674865170.301819,2024,14
102108,2021-12-31,450662,1450,-0.00450199982151389,1,1489,1,671035718,2021,9
143439,2020-12-31,705.669982910156,49649928,0.0156740006059408,5,947901,5,668905282.47052,2020,7
102109,2021-12-31,299,2932996,-0.00326699996367097,50,2233390,50,667783610,2021,10
106967,2025-08-15,701.22998046875,8224629,0.0267379991710186,2,946457,4.26555490493774,663684023.624512,2025,15
135419,2025-08-15,344.470001220703,4946616,-0.00295199989341199,4,1926600,4.52303504943848,663655904.351807,2025,16
107525,2017-12-29,85.5400009155274,18715241,-0.00209999992512167,16,7714590,24.0351696014404,659906035.662918,2017,2
109820,2025-08-15,643.440002441406,68592507,-0.00234099989756942,1,1025330,1.67589402198792,659738337.703247,2025,17
101594,2014-12-31,110.379997253418,41388523,-0.0190190002322197,28,5864840,29.5689105987549,647361023.091736,2014,1
135419,2024-12-31,316.040008544922,3963824,0.00231499993242323,4,1961030,4.50008583068848,619763937.956848,2024,15
109820,2024-12-31,586.080017089844,57052654,-0.00363799999468029,1,1056880,1.66593301296234,619416248.461914,2024,16
101594,2016-12-30,115.819999694824,30576208,-0.00779600022360683,28,5332313,30.7405891418457,617588490.032707,2016,1
107525,1999-12-31,116.75,6258801,-0.00743900006636977,8,5160022,8,602432568.5,1999,2
101594,2015-12-31,105.26000213623,40903441,-0.0191949997097254,28,5575331,30.0714092254639,586859352.970192,2015,1
154402,2019-12-31,205.25,8962756,0.00410899985581636,1,2852470,1,585469467.5,2019,6
101310,2017-12-29,1169.46997070313,2686049,-0.0140209998935461,12,481872,12,563534833.722656,2017,3
102109,2019-12-31,226.5,3145359,0.0032780000474304,50,2445420,50,553887630,2019,7
102108,2019-12-31,339590,142,0.00248000002466142,1,1630,1,553531700,2019,8
106967,2023-12-29,582.919982910156,2000055,0.00356399989686906,2,949307,4.21302604675293,553370020.216492,2023,11
102109,2020-12-31,231.869995117188,4228870,0.00966699980199337,50,2344730,50,543672533.651123,2020,8
102108,2020-12-31,347815,265,0.00788199994713068,1,1563,1,543634845,2020,9
115422,2025-08-15,1238.94995117188,2767804,0.00681800022721291,14,424926,14,526462046.95166,2025,18
126938,2025-08-15,581.700012207031,2263870,-0.00352900009602308,10,904012,10.9862804412842,525863791.435303,2025,19
135419,2023-12-29,260.350006103516,4074872,-0.000192000006791204,4,2010080,4.4658260345459,523324340.268555,2023,12
139322,2023-12-29,1116.25,2055800,-0.00548799987882376,1,468141,1.36899697780609,522562391.25,2023,13
104533,2007-12-31,93.6900024414063,13990850,-0.0137889999896288,4,5463626,5.32344913482666,511887133.278931,2007,1
135419,2020-12-31,218.729995727539,5922170,0.00169399997685105,4,2337280,4.37014579772949,511233244.414063,2020,10
105169,1999-12-31,154.75,1961300,-0.00161299994215369,2,3277652,2.13306307792664,507216647,1999,3
102109,2018-12-31,204.179992675781,5451924,0.0103919999673963,50,2462290,50,502750354.165649,2018,6
102108,2018-12-31,306000,270,0.0112359998747706,1,1642,1,502452000,2018,7
101594,2013-12-31,561.02001953125,7972217,0.0117220003157854,4,892551,4.13721704483032,500738979.452637,2013,1
101594,2012-12-31,532.172912597656,23539890,0.0443169996142387,4,938819,4.03615379333496,499614041.632019,2012,1
109820,2023-12-29,475.309997558594,122283149,-0.00289499992504716,1,1045430,1.64485204219818,496903330.747681,2023,14
111469,2022-12-30,530.179992675781,1849605,0.00056600000243634,8,934349,9.77732372283936,495373145.976624,2022,8
102936,2023-12-29,170.100006103516,6435102,-0.00117399997543544,3,2891010,6.67257785797119,491760818.645325,2023,15
111469,2023-12-29,526.469970703125,2080197,0.00299099995754659,8,924925,9.92447280883789,486945237.652588,2023,16
126938,2024-12-31,526.570007324219,1942656,0.00194099999498576,10,917832,10.9388904571533,483302802.962402,2024,17
107525,2016-12-30,62.1399993896484,25578149,-0.0120829995721579,16,7775351,23.5125007629395,483160306.394302,2016,2
105169,2000-12-29,47.9379997253418,10983300,-0.010321999900043,6,9908802,6.47255706787109,475008147.554466,2000,1
111469,2021-12-31,502.140014648438,1695418,-0.00454000011086464,8,941851,9.65273857116699,472941074.936646,2021,11
104533,2024-12-31,107.569999694824,12387756,0.0171140003949404,4,4395090,9.79399108886719,472779829.958725,2024,18
102936,2021-12-31,158.350006103516,5805902,-0.000820000015664846,3,2955270,6.27900505065918,467967022.537537,2021,12
108505,2024-12-31,166.639999389648,4307524,-0.00161799998022616,13.5,2796960,16.6667594909668,466085412.692871,2024,19
111469,2024-12-31,505.859985351563,4214367,-0.00381999998353422,8,920284,10.0796804428101,465534850.759277,2024,20
106566,2022-12-30,176.649993896484,4216656,-0.00512500014156103,4,2614480,7.57959222793579,461847876.042481,2022,9
135419,2021-12-31,216.710006713867,4723347,-0.00532400002703071,4,2106240,4.39672994613647,456443284.541016,2021,13
104533,2022-12-30,110.300003051758,11799640,0.0100729996338487,4,4118290,9.15668773651123,454247399.568024,2022,10
104533,2025-08-15,106.48999786377,19271861,0.000930999987758696,4,4263250,10.06715965271,453993483.392716,2025,20
109820,2021-12-31,474.959991455078,65237431,-0.00252000009641051,1,950332,1.59410500526428,451369678.599487,2021,14
106566,2021-12-31,171.070007324219,4409475,-0.00719599984586239,4,2632600,7.38604879379273,450358901.281738,2021,15
104533,2006-12-29,76.629997253418,12633200,-0.00905200000852346,4,5832488,5.23448991775513,446943539.420593,2006,1
107525,2015-12-31,55.4799995422363,27333861,-0.0147399995476007,16,7987913,22.886739730835,443169409.583424,2015,2
100930,1998-12-31,75.75,4482602,-0.0138320000842214,1,5845257,1.07852399349213,442778217.75,1998,1
104533,2013-12-31,101.199996948242,8509801,0.00887199956923723,4,4368514,6.15464878082275,442093603.468353,2013,2
102936,2019-12-31,139.399993896484,7201834,0.00555399991571903,3,3136490,5.91044902801514,437226686.856384,2019,9
105759,2021-12-31,415.010009765625,2386069,0.012368000112474,4.5,1044240,7.06664609909058,433370052.597656,2021,16
103466,2025-08-15,972.039978027344,1638281,-0.00343500007875264,2,443477,2.98881888389587,431077373.335632,2025,21
135419,2022-12-30,207.759994506836,4159463,-0.00144200003705919,4,2061690,4.43906688690186,428336703.074799,2022,11
106566,2025-08-15,176.639999389648,9477559,0.0109890000894666,4,2408340,8.1890869140625,425409176.130066,2025,22
111860,2023-12-29,157.649993896484,7316066,0.000508000026457012,2,2692230,3.14632201194763,424430043.067932,2023,17
154402,2017-12-29,176.460006713867,10257005,-0.00820599962025881,1,2384798,1,420821471.091217,2017,4
214684,2025-08-15,177.169998168945,60288736,-0.0212680008262396,1,2372340,1,420307473.456116,2025,23
106566,2020-12-31,157.380004882813,5099880,0.0085230004042387,4,2632540,7.20381593704224,414309158.054199,2020,11
111860,2020-12-31,144.149993896484,5938018,-0.000207999997655861,2,2829290,3.00333309173584,407842136.231384,2020,12
103466,2024-12-31,916.27001953125,1742939,-0.00644099991768599,2,443899,2.97759294509888,406731345.399902,2024,21
104533,2011-12-30,84.7600021362305,9769365,-0.00598100014030933,4,4793208,5.84092378616333,406272320.319397,2011,1
104533,2008-12-31,79.8300018310547,30029777,0.015777999535203,4,5086649,5.42695903778076,406067198.983933,2008,1
111860,2021-12-31,144.690002441406,5982595,0.0106170000508428,2,2773880,3.05103898048401,401352703.972168,2021,17
104533,2023-12-29,99.9800033569336,17746408,-0.00209599989466369,4,4006130,9.47114372253418,400532890.848312,2023,18
